Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1427,Rise of Storm: Next Gen,Switch,2017.0,Shooter,Namco Bandai Games,0.13,0.04,0.01,0.03,0.21
1428,World of Fury 2,X360,2013.0,Racing,Bethesda Softworks,0.13,0.04,0.01,0.03,0.21
1429,Heroes Racing Stars: Reborn,GBA,2005.0,Sports,2K Games,0.12,0.07,0.0,0.02,0.21
1430,Tales of Dragons: Remastered,PS3,2010.0,Role-Playing,Disney Interactive Studios,0.03,0.03,0.14,0.01,0.21
1431,Tales of Frontier III,SNES,1996.0,Shooter,Activision,0.09,0.1,0.01,0.01,0.21
1432,Rise of Odyssey Gold Edition,SNES,1996.0,Sports,Nintendo,0.1,0.06,0.01,0.04,0.21
1433,Kingdom of Racing Stars III,PS2,2004.0,Misc,Activision,0.08,0.07,0.03,0.03,0.21
1434,Rise of Honor: Remastered,GBA,2005.0,Simulation,Sony Computer Entertainment,0.07,0.06,0.03,0.05,0.21
1435,Duty Destiny: Next Gen,Switch,2020.0,Racing,Disney Interactive Studios,0.11,0.08,0.0,0.02,0.21
1436,Empires Odyssey,Switch,2018.0,Puzzle,Sega,0.05,0.09,0.04,0.03,0.21
1437,Arena Nations 3,3DS,2020.0,Fighting,Microsoft Game Studios,0.13,0.05,0.02,0.01,0.21
1438,Legends Heroes,3DS,2019.0,Role-Playing,Take-Two Interactive,0.06,0.08,0.06,0.01,0.21
1439,Racing Stars Valor,GBA,2002.0,Sports,Disney Interactive Studios,0.1,0.07,0.02,0.02,0.21
1440,Battle for Legends II,DS,2013.0,Fighting,2K Games,0.1,0.1,0.01,0.0,0.21
1441,Age of Dragons,GB,2001.0,Simulation,Take-Two Interactive,0.06,0.07,0.04,0.04,0.21
1442,Kingdom of Glory: Revolution,DS,2012.0,Simulation,Atari,0.1,0.08,0.02,0.01,0.21
1443,Tales of Fury: Reborn,PS4,2017.0,Simulation,Square Enix,0.06,0.08,0.04,0.03,0.21
1444,Quest for Arena: Origins,DS,2010.0,Shooter,Bethesda Softworks,0.11,0.09,0.0,0.01,0.21
1445,Skies Champions,PS3,2010.0,Fighting,Activision,0.05,0.07,0.05,0.04,0.21
1446,Titans Champions: Reborn,SNES,1994.0,Simulation,Electronic Arts,0.08,0.05,0.03,0.05,0.21
1447,Saga of Champions II,PS3,2010.0,Simulation,Electronic Arts,0.12,0.02,0.06,0.01,0.21
1448,Chronicles of Nations III,GB,2001.0,Fighting,2K Games,0.11,0.06,0.04,0.0,0.21
1449,Rise of Arena II,PSV,2011.0,Role-Playing,Disney Interactive Studios,0.04,0.03,0.11,0.03,0.21
1450,Rebellion Rebellion 2,PS3,2006.0,Puzzle,Atari,0.09,0.04,0.06,0.02,0.21
1451,Storm Champions: Next Gen,Switch,2018.0,Misc,2K Games,0.08,0.06,0.02,0.05,0.21
1452,Rebellion Shadows,SNES,1996.0,Fighting,Electronic Arts,0.06,0.1,0.02,0.03,0.21
1453,World of Titans II,Switch,2017.0,Shooter,THQ,0.11,0.05,0.01,0.04,0.21
1454,Odyssey Glory,Switch,2018.0,Adventure,Warner Bros. Interactive,0.05,0.1,0.04,0.02,0.21
1455,Storm Gridiron,Wii,2008.0,Action,THQ,0.07,0.08,0.02,0.03,0.2
1456,Quest for Empires II,PSP,2008.0,Platform,,0.09,0.05,0.03,0.03,0.2
1457,Storm Dragons 3,DS,2013.0,Misc,Ubisoft,0.08,0.05,0.02,0.05,0.2
1458,Tales of Nations,PSP,2010.0,Fighting,Konami Digital Entertainment,0.09,0.07,0.03,0.01,0.2
1459,Titans Destiny 3,PSV,2016.0,Adventure,Take-Two Interactive,0.07,0.06,0.02,0.05,0.2
1460,Duty Shadows,X360,2009.0,Shooter,Activision,0.09,0.07,0.02,0.02,0.2
1461,Titans Valor Gold Edition,DS,2014.0,Sports,Epic Games,0.1,0.06,0.01,0.03,0.2
1462,Battle for Valor 2,Switch,2020.0,Platform,Epic Games,0.07,0.06,0.05,0.02,0.2
1463,Battle for Fairways: Revolution,N64,2006.0,Puzzle,Take-Two Interactive,0.11,0.04,0.04,0.01,0.2
1464,Fairways Honor: Reborn,3DS,2019.0,Action,Bethesda Softworks,0.11,0.06,0.02,0.01,0.2
1465,Tales of Odyssey II,PS2,2003.0,Sports,Konami Digital Entertainment,0.1,0.07,0.02,0.01,0.2
1466,Call of Fury 3,N64,1997.0,Strategy,Microsoft Game Studios,0.03,0.06,0.09,0.02,0.2
1467,Quest for Duty III,PS2,2004.0,Adventure,CD Projekt,0.11,0.04,0.02,0.03,0.2
1468,Honor Destiny 3,Switch,2019.0,Fighting,Microsoft Game Studios,0.11,0.03,0.02,0.04,0.2
1469,Destiny Heroes II,PSP,2009.0,Action,Capcom,0.04,0.09,0.02,0.05,0.2
1470,Fall of Depths,PS3,2009.0,Puzzle,Capcom,0.06,0.09,0.04,0.01,0.2
1471,Realm of Duty,GBA,2002.0,Role-Playing,Warner Bros. Interactive,0.04,0.07,0.07,0.02,0.2
1472,Legend of Odyssey 3,Switch,2019.0,Shooter,,0.09,0.05,0.02,0.04,0.2
1473,Chronicles of Dragons III,GC,2013.0,Action,Activision,0.09,0.07,0.01,0.03,0.2
1474,Age of Honor: Reborn,PC,2001.0,Action,Ubisoft,0.06,0.1,0.01,0.03,0.2
1475,Depths Odyssey II,DS,2010.0,Fighting,THQ,0.11,0.05,0.02,0.02,0.2
1476,Quest for Titans: Origins,GBA,2007.0,Fighting,Atari,0.11,0.02,0.04,0.03,0.2
1477,Tales of Valor: Next Gen,GC,2004.0,Action,Square Enix,0.09,0.06,0.04,0.01,0.2
1478,Fall of Glory II,DS,2014.0,Simulation,Electronic Arts,0.09,0.07,0.02,0.02,0.2
1479,Warriors Honor,GBA,2008.0,Shooter,Take-Two Interactive,0.14,0.03,0.01,0.02,0.2
1480,Age of Champions,PS4,2019.0,Sports,Atari,0.09,0.06,0.0,0.05,0.2
1481,Racing Stars Legends 2,SNES,1997.0,Role-Playing,CD Projekt,0.05,0.08,0.05,0.02,0.2
1482,Realm of Honor: Origins,GB,1997.0,Platform,Microsoft Game Studios,0.06,0.04,0.07,0.03,0.2
1483,Shadows Destiny II,X360,2005.0,Shooter,Epic Games,0.11,0.04,0.02,0.03,0.2
1484,Saga of Valor: Remastered,PS3,2012.0,Sports,Bethesda Softworks,0.1,0.07,0.01,0.02,0.2
1485,Depths Fury: Revolution,PS,2004.0,Racing,Electronic Arts,0.1,0.09,0.0,0.01,0.2
1486,Honor Destiny 2,PSV,2015.0,Sports,Electronic Arts,0.11,0.06,0.0,0.03,0.2
1487,Age of Depths: Reborn,GC,2010.0,Role-Playing,THQ,0.08,0.03,0.08,0.01,0.2
1488,Shadow of Nations 3,DS,2010.0,Sports,Sega,0.12,0.04,0.01,0.03,0.2
1489,World of Rebellion 3,Switch,2018.0,Racing,2K Games,0.07,0.05,0.01,0.07,0.2
1490,Skies Glory,GBA,2005.0,Action,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2
1491,Rebellion Depths 2,PSP,2005.0,Action,Nintendo,0.08,0.09,0.01,0.02,0.2
1492,Quest for Dragons: Remastered,PS3,2016.0,Fighting,Konami Digital Entertainment,0.09,0.05,0.03,0.03,0.2
1493,Call of Dragons,GC,2004.0,Adventure,Square Enix,0.1,0.05,0.04,0.01,0.2
1494,Chronicles of Nations,X360,2016.0,Shooter,Warner Bros. Interactive,0.1,0.06,0.02,0.02,0.2
1495,Destiny Storm: Reborn,PS3,2010.0,Puzzle,Epic Games,0.05,0.08,0.03,0.04,0.2
1496,Depths Legends 3,PSP,2007.0,Action,Bethesda Softworks,0.14,0.02,0.03,0.01,0.2
1497,Rise of Legends: Reborn,PS3,2017.0,Simulation,Activision,0.08,0.08,0.01,0.03,0.2
1498,Racing Stars Racing Stars: Reborn,PS2,2007.0,Platform,Disney Interactive Studios,0.07,0.09,0.03,0.01,0.2
1499,Fall of Depths: Revolution,Wii,2015.0,Action,Epic Games,0.09,0.07,0.03,0.01,0.2
1500,Glory Frontier 2,PSP,2014.0,Simulation,Atari,0.08,0.06,0.02,0.04,0.2
1501,Dragons Skies: Next Gen,GC,2009.0,Action,Ubisoft,0.11,0.04,0.03,0.02,0.2
1502,Empire of Champions Gold Edition,PSV,2020.0,Action,Bethesda Softworks,0.11,0.04,0.02,0.03,0.2
1503,Quest for Champions Gold Edition,PSP,2008.0,Sports,THQ,0.12,0.03,0.02,0.03,0.2
1504,Chronicles of Fury: Origins,XB,2005.0,Racing,2K Games,0.07,0.06,0.02,0.05,0.2
1505,Heroes Honor 2,Wii,2009.0,Adventure,Square Enix,0.1,0.04,0.02,0.04,0.2
1506,Rise of Gridiron III,SNES,2002.0,Fighting,Capcom,0.04,0.11,0.03,0.02,0.2
1507,Shadow of Legends: Reborn,DS,2007.0,Simulation,Microsoft Game Studios,0.1,0.08,0.01,0.01,0.2
1508,Age of Champions: Reborn,XOne,2017.0,Sports,Take-Two Interactive,0.13,0.04,0.0,0.03,0.2
1509,Glory Conquest,GBA,2005.0,Racing,Konami Digital Entertainment,0.12,0.05,0.01,0.02,0.2
1510,Heroes Nations: Remastered,PS4,2018.0,Fighting,Activision,0.09,0.05,0.02,0.04,0.2
1511,Frontier Heroes: Reborn,GC,2009.0,Strategy,,0.11,0.05,0.01,0.03,0.2
1512,Legends Empires II,PSP,2012.0,Racing,Sony Computer Entertainment,0.1,0.06,0.01,0.03,0.2
1513,Titans Frontier: Next Gen,PSP,2016.0,Shooter,Epic Games,0.08,0.05,0.02,0.05,0.2
1514,Destiny Shadows 2,GBA,2009.0,Sports,Take-Two Interactive,0.1,0.06,0.03,0.01,0.2
1515,Shadows Gridiron 2,PS3,2011.0,Strategy,Take-Two Interactive,0.1,0.03,0.04,0.03,0.2
1516,Quest for Gridiron Gold Edition,PSV,2016.0,Action,Microsoft Game Studios,0.05,0.11,0.02,0.02,0.2
1517,Realm of Warriors II,PSP,2009.0,Role-Playing,Ubisoft,0.06,0.09,0.05,0.0,0.2
1518,Warriors Arena,PSV,2019.0,Shooter,Disney Interactive Studios,0.1,0.06,0.02,0.02,0.2
1519,Saga of Arena III,PS3,2007.0,Platform,Ubisoft,0.09,0.05,0.05,0.01,0.2
1520,Racing Stars Storm,Switch,2020.0,Adventure,CD Projekt,0.11,0.04,0.02,0.03,0.2
1521,Titans Duty: Next Gen,3DS,2018.0,Role-Playing,Sega,0.04,0.03,0.11,0.02,0.2
1522,Call of Honor: Next Gen,XB,2007.0,Sports,Sony Computer Entertainment,0.1,0.06,0.03,0.01,0.2
1523,Legend of Warriors: Revolution,WiiU,2020.0,Sports,Disney Interactive Studios,0.11,0.02,0.05,0.02,0.2
1524,Legend of Duty Gold Edition,GC,2001.0,Shooter,Electronic Arts,0.15,0.03,0.0,0.02,0.2
1525,World of Gridiron II,GB,1998.0,Role-Playing,Nintendo,0.08,0.01,0.09,0.02,0.2
1526,Skies Storm 2,DS,2010.0,Adventure,Take-Two Interactive,0.09,0.04,0.03,0.04,0.2
1527,World of Frontier 2,Switch,2018.0,Shooter,Electronic Arts,0.09,0.05,0.02,0.04,0.2
1528,Quest for Heroes: Remastered,PS2,2006.0,Misc,Capcom,0.07,0.1,0.02,0.01,0.2
1529,Age of Champions: Next Gen,GBA,2005.0,Simulation,THQ,0.1,0.05,0.02,0.03,0.2
1530,Arena Storm,PS4,2020.0,Action,Ubisoft,0.08,0.07,0.03,0.02,0.2
1531,Rise of Empires,3DS,2011.0,Role-Playing,Take-Two Interactive,0.03,0.04,0.11,0.02,0.2
1532,Tales of Glory: Origins,3DS,2018.0,Shooter,Atari,0.06,0.08,0.01,0.04,0.19
1533,Rise of Heroes Gold Edition,PS4,2014.0,Adventure,Konami Digital Entertainment,0.05,0.03,0.06,0.05,0.19
1534,Valor Warriors II,PS4,2015.0,Strategy,Sony Computer Entertainment,0.06,0.08,0.02,0.03,0.19
1535,Chronicles of Storm,3DS,2019.0,Adventure,Square Enix,0.11,0.06,0.01,0.01,0.19
1536,Realm of Champions 3,PSV,2016.0,Misc,Sega,0.07,0.06,0.04,0.02,0.19
1537,Arena Racing Stars: Revolution,PC,2002.0,Simulation,Take-Two Interactive,0.07,0.06,0.04,0.02,0.19
1538,Shadows Legends Gold Edition,PC,2003.0,Misc,Sega,0.09,0.04,0.04,0.02,0.19
1539,Empire of Nations: Origins,Switch,2018.0,Platform,Disney Interactive Studios,0.07,0.07,0.01,0.04,0.19
1540,Realm of Duty,GC,2003.0,Strategy,Microsoft Game Studios,0.08,0.05,0.02,0.04,0.19
1541,Heroes Honor: Revolution,WiiU,2014.0,Fighting,2K Games,0.08,0.05,0.03,0.03,0.19
1542,Racing Stars Titans: Revolution,PS2,2000.0,Action,Sony Computer Entertainment,0.06,0.08,0.02,0.03,0.19
1543,Rise of Empires: Reborn,GC,2003.0,Shooter,THQ,0.14,0.04,0.01,0.0,0.19
1544,Warriors Depths III,GC,2005.0,Action,Konami Digital Entertainment,0.06,0.04,0.03,0.06,0.19
1545,World of Honor: Revolution,XB,2003.0,Adventure,Capcom,0.07,0.09,0.01,0.02,0.19
1546,Call of Empires: Next Gen,GC,2007.0,Misc,Electronic Arts,0.06,0.04,0.06,0.03,0.19
1547,Champions Glory: Revolution,PSP,2010.0,Misc,Ubisoft,0.07,0.05,0.07,0.0,0.19
1548,Empire of Conquest: Revolution,PSV,2015.0,Racing,Warner Bros. Interactive,0.11,0.05,0.01,0.02,0.19
1549,Fall of Arena 2,N64,2000.0,Role-Playing,Sony Computer Entertainment,0.1,0.02,0.06,0.01,0.19
1550,Titans Titans III,PSV,2016.0,Platform,Konami Digital Entertainment,0.09,0.05,0.04,0.01,0.19
1551,Skies Destiny: Remastered,GB,1999.0,Misc,Sega,0.04,0.09,0.02,0.04,0.19
1552,Kingdom of Skies: Reborn,GC,2003.0,Racing,Konami Digital Entertainment,0.1,0.05,0.01,0.03,0.19
1553,Frontier Racing Stars,WiiU,2017.0,Racing,Disney Interactive Studios,0.06,0.07,0.0,0.06,0.19
1554,Fury Frontier: Next Gen,WiiU,2020.0,Simulation,Warner Bros. Interactive,0.07,0.04,0.02,0.06,0.19
1555,Realm of Dragons,Switch,2020.0,Shooter,Bethesda Softworks,0.09,0.08,0.01,0.01,0.19
1556,Warriors Arena,PS,2006.0,Adventure,Sega,0.12,0.03,0.01,0.03,0.19
1557,Call of Duty 3,PS4,2015.0,Misc,Sony Computer Entertainment,0.08,0.08,0.01,0.02,0.19
1558,Valor Dragons: Origins,PS3,,Platform,Microsoft Game Studios,0.06,0.06,0.05,0.02,0.19
1559,Skies Nations: Revolution,PS,2005.0,Shooter,Activision,0.11,0.02,0.03,0.03,0.19
1560,Age of Skies: Revolution,GBA,2005.0,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19
1561,Chronicles of Frontier Gold Edition,GB,2002.0,Strategy,Capcom,0.08,0.05,0.04,0.02,0.19
1562,Fall of Nations III,PS,2004.0,Shooter,Activision,0.11,0.02,0.02,0.04,0.19
1563,Nations Conquest II,DS,2005.0,Simulation,Ubisoft,0.06,0.06,0.02,0.05,0.19
1564,Legends Fury 3,X360,2005.0,Puzzle,Sony Computer Entertainment,0.09,0.08,0.01,0.01,0.19
1565,Rise of Titans,XOne,2014.0,Strategy,Ubisoft,0.06,0.05,0.06,0.02,0.19
1566,Call of Depths,PS3,2006.0,Simulation,Namco Bandai Games,0.08,0.07,0.02,0.02,0.19
1567,Fairways Depths: Next Gen,XOne,2016.0,Misc,Electronic Arts,0.08,0.05,0.04,0.02,0.19
1568,Conquest Depths: Next Gen,PS,2000.0,Shooter,THQ,0.11,0.06,0.01,0.01,0.19
1569,Racing Stars Gridiron: Origins,PS4,2014.0,Sports,Disney Interactive Studios,0.09,0.05,0.01,0.04,0.19
1570,Rebellion Depths,PS,2001.0,Puzzle,Nintendo,0.09,0.04,0.03,0.03,0.19
1571,World of Honor 2,Wii,2006.0,Puzzle,Capcom,0.07,0.07,0.04,0.01,0.19
1572,Warriors Titans,Wii,2014.0,Shooter,Capcom,0.12,0.03,0.02,0.02,0.19
1573,Saga of Shadows: Origins,PS,2009.0,Strategy,2K Games,0.12,0.04,0.01,0.02,0.19
1574,Depths Glory: Reborn,SNES,2005.0,Action,Nintendo,0.12,0.04,0.02,0.01,0.19
1575,Chronicles of Dragons: Next Gen,XOne,2014.0,Adventure,Namco Bandai Games,0.09,0.04,0.03,0.03,0.19
1576,Dragons Depths 3,Wii,2013.0,Fighting,Konami Digital Entertainment,0.07,0.07,0.02,0.03,0.19
1577,Realm of Conquest,Switch,2017.0,Action,Activision,0.06,0.09,0.03,0.01,0.19
1578,Rise of Destiny,XOne,2019.0,Shooter,Activision,0.12,0.06,0.0,0.01,0.19
1579,Destiny Fury Gold Edition,PSV,2012.0,Strategy,Capcom,0.07,0.06,0.03,0.03,0.19
1580,Kingdom of Titans: Origins,GB,1998.0,Role-Playing,Nintendo,0.07,0.03,0.05,0.04,0.19
1581,Legend of Glory Gold Edition,PS2,2001.0,Puzzle,Nintendo,0.1,0.07,0.0,0.02,0.19
1582,Battle for Conquest: Origins,XOne,2016.0,Action,Konami Digital Entertainment,0.03,0.08,0.05,0.03,0.19
1583,Destiny Gridiron II,Switch,2017.0,Sports,Nintendo,0.08,0.07,0.0,0.04,0.19
1584,Legend of Nations: Next Gen,PS2,2002.0,Strategy,Capcom,0.09,0.06,0.02,0.02,0.19
1585,Shadow of Nations,GB,2001.0,Fighting,Warner Bros. Interactive,0.08,0.07,0.04,0.0,0.19
1586,Kingdom of Depths: Next Gen,PSP,2007.0,Shooter,Sony Computer Entertainment,0.05,0.11,0.01,0.02,0.19
1587,Age of Destiny,XB,2009.0,Strategy,Nintendo,0.1,0.05,0.02,0.02,0.19
1588,Age of Arena 2,PC,2000.0,Puzzle,Microsoft Game Studios,0.06,0.07,0.01,0.05,0.19
1589,Battle for Champions II,PSP,2011.0,Sports,Epic Games,0.12,0.05,0.0,0.02,0.19
1590,Valor Conquest: Revolution,GBA,2008.0,Action,Warner Bros. Interactive,0.09,0.06,0.04,0.0,0.19
1591,Legend of Titans: Remastered,PS,2005.0,Platform,Namco Bandai Games,0.12,0.05,0.01,0.01,0.19
1592,Odyssey Fury: Origins,Wii,2012.0,Action,Konami Digital Entertainment,0.06,0.08,0.01,0.04,0.19
1593,Kingdom of Racing Stars,PS3,2007.0,Role-Playing,CD Projekt,0.06,0.03,0.09,0.01,0.19
1594,Nations Heroes 3,XB,2001.0,Platform,Sega,0.09,0.03,0.04,0.03,0.19
1595,Legend of Glory II,PS3,2010.0,Fighting,Activision,0.12,0.03,0.03,0.01,0.19
1596,Quest for Depths,PC,2000.0,Simulation,Microsoft Game Studios,0.1,0.02,0.03,0.04,0.19
1597,Shadow of Titans: Next Gen,SNES,1995.0,Puzzle,Bethesda Softworks,0.03,0.08,0.06,0.02,0.19
1598,Skies Rebellion,X360,2013.0,Strategy,CD Projekt,0.08,0.08,0.02,0.01,0.19
1599,Legend of Shadows: Revolution,GBA,2007.0,Simulation,Capcom,0.1,0.05,0.02,0.02,0.19
1600,Rise of Shadows: Reborn,GBA,2002.0,Misc,Ubisoft,0.03,0.12,0.03,0.01,0.19
1601,Dragons Destiny Gold Edition,PS2,2006.0,Puzzle,Atari,0.07,0.04,0.03,0.05,0.19
1602,Arena Valor: Remastered,PC,2000.0,Role-Playing,Warner Bros. Interactive,0.11,0.01,0.07,0.0,0.19
1603,Empire of Gridiron: Origins,PSV,2018.0,Shooter,Ubisoft,0.06,0.09,0.01,0.03,0.19
1604,Honor Warriors: Remastered,N64,2000.0,Misc,Sony Computer Entertainment,0.08,0.08,0.02,0.01,0.19
1605,Warriors Gridiron: Revolution,XB,2004.0,Shooter,Electronic Arts,0.11,0.05,0.02,0.01,0.19
1606,Age of Champions,PS3,2006.0,Misc,Microsoft Game Studios,0.11,0.05,0.01,0.02,0.19
1607,Shadow of Legends,PSP,2006.0,Racing,Electronic Arts,0.05,0.1,0.01,0.03,0.19
1608,Dragons Heroes: Next Gen,XOne,2014.0,Platform,Epic Games,0.09,0.04,0.03,0.03,0.19
1609,Battle for Conquest II,PS3,2006.0,Sports,Electronic Arts,0.09,0.06,0.01,0.03,0.19
1610,Nations Honor 3,SNES,1997.0,Adventure,Square Enix,0.05,0.09,0.03,0.02,0.19
1611,Empires Dragons: Next Gen,N64,2001.0,Action,Capcom,0.07,0.06,0.04,0.02,0.19
1612,Gridiron Honor Gold Edition,XOne,2014.0,Strategy,Sony Computer Entertainment,0.11,0.03,0.01,0.04,0.19
1613,Saga of Depths: Revolution,DS,2004.0,Platform,Atari,0.09,0.09,0.01,0.0,0.19
1614,Champions Arena: Next Gen,3DS,2013.0,Fighting,Disney Interactive Studios,0.09,0.05,0.02,0.03,0.19
1615,Shadow of Glory,WiiU,2017.0,Adventure,Konami Digital Entertainment,0.09,0.04,0.01,0.05,0.19
1616,Champions Rebellion: Reborn,PS4,2017.0,Shooter,Ubisoft,0.09,0.08,0.0,0.02,0.19
1617,Arena Depths: Revolution,WiiU,2014.0,Fighting,2K Games,0.1,0.03,0.04,0.02,0.19
1618,Rebellion Nations II,3DS,2011.0,Sports,Disney Interactive Studios,0.12,0.04,0.01,0.02,0.19
1619,Destiny Champions III,Wii,2009.0,Action,Atari,0.07,0.08,0.02,0.01,0.18
1620,Fall of Nations,PSP,2011.0,Puzzle,Sega,0.06,0.06,0.04,0.02,0.18
1621,Dragons Shadows: Reborn,DS,2007.0,Racing,Electronic Arts,0.08,0.06,0.01,0.03,0.18
1622,Battle for Glory 2,X360,2016.0,Sports,Nintendo,0.07,0.06,0.02,0.03,0.18
1623,Saga of Racing Stars: Revolution,Switch,2019.0,Shooter,Disney Interactive Studios,0.07,0.08,0.0,0.03,0.18
1624,Odyssey Rebellion,Wii,2009.0,Sports,Konami Digital Entertainment,0.1,0.03,0.04,0.01,0.18
1625,Frontier Warriors Gold Edition,XB,2005.0,Platform,THQ,0.07,0.06,0.03,0.02,0.18
1626,Age of Odyssey III,3DS,2013.0,Puzzle,Sony Computer Entertainment,0.09,0.07,0.01,0.01,0.18
1627,Depths Heroes: Origins,GBA,2008.0,Shooter,Ubisoft,0.06,0.1,0.0,0.02,0.18
1628,Quest for Champions Gold Edition,X360,2014.0,Fighting,Activision,0.05,0.06,0.02,0.05,0.18
1629,Gridiron Fairways III,Wii,2007.0,Action,Sony Computer Entertainment,0.08,0.06,0.02,0.02,0.18
1630,Skies Conquest: Remastered,XOne,2019.0,Fighting,Sony Computer Entertainment,0.09,0.06,0.01,0.02,0.18
1631,Call of Glory: Revolution,PSV,2019.0,Simulation,Atari,0.08,0.07,0.02,0.01,0.18
1632,Tales of Fury 2,PS2,2007.0,Fighting,THQ,0.05,0.06,0.06,0.01,0.18
1633,Skies Empires: Revolution,GBA,2001.0,Simulation,Sega,0.07,0.05,0.03,0.03,0.18
1634,Saga of Arena III,PS3,2009.0,Puzzle,Konami Digital Entertainment,0.06,0.05,0.06,0.01,0.18
1635,Fall of Duty: Reborn,GBA,2002.0,Racing,Capcom,0.13,0.04,0.0,0.01,0.18
1636,Legends Champions: Origins,SNES,2002.0,Sports,Sega,0.12,0.01,0.01,0.04,0.18
1637,Shadow of Dragons III,3DS,2016.0,Strategy,Ubisoft,0.05,0.04,0.07,0.02,0.18
1638,Warriors Empires 3,PSP,2016.0,Action,Konami Digital Entertainment,0.09,0.05,0.02,0.02,0.18
1639,Tales of Heroes,3DS,2016.0,Role-Playing,Disney Interactive Studios,0.07,0.04,0.06,0.01,0.18
1640,Battle for Rebellion,GB,1996.0,Shooter,Activision,0.1,0.06,0.0,0.02,0.18
1641,Titans Destiny II,PSP,2006.0,Action,Namco Bandai Games,0.06,0.1,0.01,0.01,0.18
1642,Honor Empires: Remastered,DS,2006.0,Adventure,Bethesda Softworks,0.06,0.04,0.06,0.02,0.18
1643,Realm of Legends II,X360,2011.0,Sports,Take-Two Interactive,0.11,0.02,0.0,0.05,0.18
1644,Empire of Champions: Next Gen,Wii,2012.0,Role-Playing,CD Projekt,0.05,0.03,0.07,0.03,0.18
1645,World of Champions,PS3,2007.0,Role-Playing,Namco Bandai Games,0.02,0.06,0.06,0.04,0.18
1646,Fall of Arena: Revolution,XB,2008.0,Action,THQ,0.08,0.07,0.02,0.01,0.18
1647,Rise of Empires: Remastered,3DS,2017.0,Fighting,Ubisoft,0.08,0.05,0.04,0.01,0.18
1648,Realm of Duty II,SNES,2002.0,Puzzle,Nintendo,0.09,0.02,0.03,0.04,0.18
1649,Empire of Skies: Remastered,N64,2006.0,Sports,Microsoft Game Studios,0.08,0.03,0.02,0.05,0.18
1650,Saga of Shadows 2,GB,2004.0,Platform,Namco Bandai Games,0.08,0.05,0.03,0.02,0.18
1651,Empire of Fairways,Wii,2006.0,Simulation,2K Games,0.07,0.01,0.05,0.05,0.18
1652,Chronicles of Frontier: Origins,GB,2005.0,Shooter,Sony Computer Entertainment,0.07,0.06,0.0,0.05,0.18
1653,Odyssey Arena 3,Switch,2019.0,Role-Playing,Ubisoft,0.02,0.05,0.09,0.02,0.18
1654,Heroes Heroes,PS2,2003.0,Sports,Nintendo,0.06,0.08,0.01,0.03,0.18
1655,Age of Fury 2,PS4,2018.0,Action,,0.05,0.08,0.02,0.03,0.18
1656,Frontier Champions 3,WiiU,2018.0,Sports,CD Projekt,0.12,0.02,0.01,0.03,0.18
1657,Honor Arena: Next Gen,Switch,2017.0,Racing,CD Projekt,0.08,0.06,0.0,0.04,0.18
1658,Fall of Empires 3,PS3,2007.0,Action,Disney Interactive Studios,0.06,0.06,0.02,0.04,0.18
1659,Honor Heroes,GBA,2004.0,Puzzle,Take-Two Interactive,0.08,0.06,0.01,0.03,0.18
1660,Empire of Glory: Reborn,N64,2003.0,Shooter,Microsoft Game Studios,0.07,0.05,0.02,0.04,0.18
1661,Fairways Fury: Reborn,Switch,2020.0,Misc,,0.08,0.06,0.01,0.03,0.18
1662,Destiny Conquest: Next Gen,N64,2002.0,Role-Playing,Square Enix,0.08,0.01,0.07,0.02,0.18
1663,Rise of Warriors: Next Gen,PC,2000.0,Adventure,2K Games,0.06,0.07,0.02,0.03,0.18
1664,Quest for Depths II,Wii,2007.0,Misc,Warner Bros. Interactive,0.09,0.05,0.01,0.03,0.18
1665,Chronicles of Odyssey,Wii,2010.0,Shooter,Take-Two Interactive,0.09,0.05,0.01,0.03,0.18
1666,Age of Destiny: Revolution,N64,2000.0,Shooter,Electronic Arts,0.11,0.04,0.01,0.02,0.18
1667,Shadows Titans,DS,2013.0,Adventure,Activision,0.09,0.06,0.01,0.02,0.18
1668,Kingdom of Shadows: Reborn,XOne,2017.0,Racing,Activision,0.06,0.08,0.02,0.02,0.18
1669,Tales of Honor 2,N64,2005.0,Simulation,Microsoft Game Studios,0.12,0.04,0.01,0.01,0.18
1670,Legends Duty: Next Gen,PS,2004.0,Role-Playing,Microsoft Game Studios,0.06,0.03,0.07,0.02,0.18
1671,Arena Depths 3,Wii,2013.0,Fighting,Sega,0.04,0.11,0.02,0.01,0.18
1672,Realm of Glory: Reborn,GB,2004.0,Sports,THQ,0.11,0.07,0.0,0.0,0.18
1673,Frontier Rebellion: Revolution,PSP,2014.0,Strategy,2K Games,0.11,0.04,0.02,0.01,0.18
1674,Shadow of Gridiron 3,PS2,2005.0,Strategy,Konami Digital Entertainment,0.07,0.08,0.01,0.02,0.18
1675,Kingdom of Storm 2,PS4,2014.0,Fighting,Atari,0.08,0.06,0.03,0.01,0.18
1676,Fall of Titans Gold Edition,Wii,2006.0,Role-Playing,Atari,0.05,0.03,0.09,0.01,0.18
1677,Fury Valor III,SNES,2004.0,Puzzle,Disney Interactive Studios,0.09,0.05,0.01,0.03,0.18
